a1b	a1b5	1	128	14:18:30	sb: a1b5 forked from 'fix-spawn-falsefail' — your branch, not origin/main sb: herdr [task_undelivered] a1b5 started, and its task could not be got into it — a1b5: the text was sent 3 times and none of them could be confirmed to have arrived — nothing in the agent's own record ever held the text. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. herdr reports it is not running a turn and it has reported nothing, so as far as anything here can tell nobody is doing that work. Look before you act on that: `sb inspect a1b5` shows what is in its pane and `sb status` whether it has moved since. If it is idle with the task nowhere in it, delegate the work again — and close this one with `sb cleanup a1b5 --force` only once you have seen that it is idle 
a1b	a1b6	1	128	14:18:31	sb: a1b6 forked from 'fix-spawn-falsefail' — your branch, not origin/main sb: herdr [task_undelivered] a1b6 started, and its task could not be got into it — a1b6: the text was sent 3 times and none of them could be confirmed to have arrived — nothing in the agent's own record ever held the text. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. herdr reports it is not running a turn and it has reported nothing, so as far as anything here can tell nobody is doing that work. Look before you act on that: `sb inspect a1b6` shows what is in its pane and `sb status` whether it has moved since. If it is idle with the task nowhere in it, delegate the work again — and close this one with `sb cleanup a1b6 --force` only once you have seen that it is idle 
a2a	a2a1	1	94	14:28:40	sb: a2a1 forked from 'fix-spawn-falsefail' — your branch, not origin/main sb: herdr [task_undelivered] a2a1 started, and its task could not be got into it — a2a1: the text was sent 3 times and none of them could be confirmed to have arrived — nothing in the agent's own record ever held the text. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. herdr reports it is not running a turn and it has reported nothing, so as far as anything here can tell nobody is doing that work. Look before you act on that: `sb inspect a2a1` shows what is in its pane and `sb status` whether it has moved since. If it is idle with the task nowhere in it, delegate the work again — and close this one with `sb cleanup a2a1 --force` only once you have seen that it is idle 
a2a	a2a2	1	99	14:28:42	sb: a2a2 forked from 'fix-spawn-falsefail' — your branch, not origin/main sb: herdr [task_undelivered] a2a2 started, and its task could not be got into it — a2a2: the text was sent 3 times and none of them could be confirmed to have arrived — nothing in the agent's own record ever held the text. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. herdr reports it is not running a turn and it has reported nothing, so as far as anything here can tell nobody is doing that work. Look before you act on that: `sb inspect a2a2` shows what is in its pane and `sb status` whether it has moved since. If it is idle with the task nowhere in it, delegate the work again — and close this one with `sb cleanup a2a2 --force` only once you have seen that it is idle 
a2a	a2a3	1	105	14:28:43	sb: a2a3 forked from 'fix-spawn-falsefail' — your branch, not origin/main sb: herdr [task_undelivered] a2a3 started, and its task could not be got into it — a2a3: the text was sent 3 times and none of them could be confirmed to have arrived — nothing in the agent's own record ever held the text. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. herdr reports it is not running a turn and it has reported nothing, so as far as anything here can tell nobody is doing that work. Look before you act on that: `sb inspect a2a3` shows what is in its pane and `sb status` whether it has moved since. If it is idle with the task nowhere in it, delegate the work again — and close this one with `sb cleanup a2a3 --force` only once you have seen that it is idle 
a2a	a2a4	1	102	14:28:45	sb: a2a4 forked from 'fix-spawn-falsefail' — your branch, not origin/main sb: herdr [task_undelivered] a2a4 started, and its task could not be got into it — a2a4: the text was sent 3 times and none of them could be confirmed to have arrived — nothing in the agent's own record ever held the text. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. herdr reports it is not running a turn and it has reported nothing, so as far as anything here can tell nobody is doing that work. Look before you act on that: `sb inspect a2a4` shows what is in its pane and `sb status` whether it has moved since. If it is idle with the task nowhere in it, delegate the work again — and close this one with `sb cleanup a2a4 --force` only once you have seen that it is idle 
a2a	a2a5	1	112	14:28:47	sb: a2a5 forked from 'fix-spawn-falsefail' — your branch, not origin/main sb: herdr [task_undelivered] a2a5 started, and its task could not be got into it — a2a5: the text was sent 3 times and none of them could be confirmed to have arrived — nothing in the agent's own record ever held the text. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. herdr reports it is not running a turn and it has reported nothing, so as far as anything here can tell nobody is doing that work. Look before you act on that: `sb inspect a2a5` shows what is in its pane and `sb status` whether it has moved since. If it is idle with the task nowhere in it, delegate the work again — and close this one with `sb cleanup a2a5 --force` only once you have seen that it is idle 
a2a	a2a6	1	116	14:28:48	sb: a2a6 forked from 'fix-spawn-falsefail' — your branch, not origin/main sb: herdr [task_undelivered] a2a6 started, and its task could not be got into it — a2a6: the text was sent 3 times and none of them could be confirmed to have arrived — nothing in the agent's own record ever held the text. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. herdr reports it is not running a turn and it has reported nothing, so as far as anything here can tell nobody is doing that work. Look before you act on that: `sb inspect a2a6` shows what is in its pane and `sb status` whether it has moved since. If it is idle with the task nowhere in it, delegate the work again — and close this one with `sb cleanup a2a6 --force` only once you have seen that it is idle 
a2b	a2b1	1	94	14:28:41	sb: a2b1 forked from 'fix-spawn-falsefail' — your branch, not origin/main sb: herdr [task_undelivered] a2b1 started, and its task could not be got into it — a2b1: the text was sent 3 times and none of them could be confirmed to have arrived — nothing in the agent's own record ever held the text. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. herdr reports it is not running a turn and it has reported nothing, so as far as anything here can tell nobody is doing that work. Look before you act on that: `sb inspect a2b1` shows what is in its pane and `sb status` whether it has moved since. If it is idle with the task nowhere in it, delegate the work again — and close this one with `sb cleanup a2b1 --force` only once you have seen that it is idle 
a2b	a2b2	1	99	14:28:42	sb: a2b2 forked from 'fix-spawn-falsefail' — your branch, not origin/main sb: herdr [task_undelivered] a2b2 started, and its task could not be got into it — a2b2: the text was sent 3 times and none of them could be confirmed to have arrived — nothing in the agent's own record ever held the text. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. herdr reports it is not running a turn and it has reported nothing, so as far as anything here can tell nobody is doing that work. Look before you act on that: `sb inspect a2b2` shows what is in its pane and `sb status` whether it has moved since. If it is idle with the task nowhere in it, delegate the work again — and close this one with `sb cleanup a2b2 --force` only once you have seen that it is idle 
a2b	a2b3	1	109	14:28:44	sb: a2b3 forked from 'fix-spawn-falsefail' — your branch, not origin/main sb: herdr [task_undelivered] a2b3 started, and its task could not be got into it — a2b3: the text was sent 3 times and none of them could be confirmed to have arrived — nothing in the agent's own record ever held the text. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. herdr reports it is not running a turn and it has reported nothing, so as far as anything here can tell nobody is doing that work. Look before you act on that: `sb inspect a2b3` shows what is in its pane and `sb status` whether it has moved since. If it is idle with the task nowhere in it, delegate the work again — and close this one with `sb cleanup a2b3 --force` only once you have seen that it is idle 
a2b	a2b4	1	114	14:28:45	sb: a2b4 forked from 'fix-spawn-falsefail' — your branch, not origin/main sb: herdr [task_undelivered] a2b4 started, and its task could not be got into it — a2b4: the text was sent 3 times and none of them could be confirmed to have arrived — nothing in the agent's own record ever held the text. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. herdr reports it is not running a turn and it has reported nothing, so as far as anything here can tell nobody is doing that work. Look before you act on that: `sb inspect a2b4` shows what is in its pane and `sb status` whether it has moved since. If it is idle with the task nowhere in it, delegate the work again — and close this one with `sb cleanup a2b4 --force` only once you have seen that it is idle 
a2b	a2b5	1	112	14:28:47	sb: a2b5 forked from 'fix-spawn-falsefail' — your branch, not origin/main sb: herdr [task_undelivered] a2b5 started, and its task could not be got into it — a2b5: the text was sent 3 times and none of them could be confirmed to have arrived — nothing in the agent's own record ever held the text. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. herdr reports it is not running a turn and it has reported nothing, so as far as anything here can tell nobody is doing that work. Look before you act on that: `sb inspect a2b5` shows what is in its pane and `sb status` whether it has moved since. If it is idle with the task nowhere in it, delegate the work again — and close this one with `sb cleanup a2b5 --force` only once you have seen that it is idle 
a2b	a2b6	1	116	14:28:49	sb: a2b6 forked from 'fix-spawn-falsefail' — your branch, not origin/main sb: herdr [task_undelivered] a2b6 started, and its task could not be got into it — a2b6: the text was sent 3 times and none of them could be confirmed to have arrived — nothing in the agent's own record ever held the text. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. herdr reports it is not running a turn and it has reported nothing, so as far as anything here can tell nobody is doing that work. Look before you act on that: `sb inspect a2b6` shows what is in its pane and `sb status` whether it has moved since. If it is idle with the task nowhere in it, delegate the work again — and close this one with `sb cleanup a2b6 --force` only once you have seen that it is idle 
a3	a31	0	7	15:30:25	sb: a31 forked from 'fix-spawn-falsefail' — your branch, not origin/main delegated to a31 
a3	a32	0	42	15:30:27	sb: a32 forked from 'fix-spawn-falsefail' — your branch, not origin/main delegated to a32 
a3	a33	0	51	15:30:29	sb: a33 forked from 'fix-spawn-falsefail' — your branch, not origin/main delegated to a33 
a3	a34	0	49	15:30:30	sb: a34 forked from 'fix-spawn-falsefail' — your branch, not origin/main delegated to a34 
a3	a35	0	54	15:30:32	sb: a35 forked from 'fix-spawn-falsefail' — your branch, not origin/main delegated to a35 
a3	a36	0	55	15:30:33	sb: a36 forked from 'fix-spawn-falsefail' — your branch, not origin/main delegated to a36 
b1a	b1a1	1	88	14:18:24	sb: b1a1 forked from 'phase-1' — your branch, not origin/main sb: herdr [task_undelivered] b1a1 started but never took its task, so nothing was delegated — b1a1: the text was sent 3 times and the agent never took it — herdr never reported the agent taking it. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. Nothing is running that work; respawn it. The pane is still open: `sb inspect b1a1`, then `sb cleanup b1a1 --force` 
b1a	b1a2	1	88	14:18:25	sb: b1a2 forked from 'phase-1' — your branch, not origin/main sb: herdr [task_undelivered] b1a2 started but never took its task, so nothing was delegated — b1a2: the text was sent 3 times and the agent never took it — herdr never reported the agent taking it. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. Nothing is running that work; respawn it. The pane is still open: `sb inspect b1a2`, then `sb cleanup b1a2 --force` 
b1a	b1a3	1	99	14:18:27	sb: b1a3 forked from 'phase-1' — your branch, not origin/main sb: herdr [task_undelivered] b1a3 started but never took its task, so nothing was delegated — b1a3: the text was sent 3 times and the agent never took it — herdr never reported the agent taking it. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. Nothing is running that work; respawn it. The pane is still open: `sb inspect b1a3`, then `sb cleanup b1a3 --force` 
b1a	b1a4	1	102	14:18:28	sb: b1a4 forked from 'phase-1' — your branch, not origin/main sb: herdr [task_undelivered] b1a4 started but never took its task, so nothing was delegated — b1a4: the text was sent 3 times and the agent never took it — herdr never reported the agent taking it. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. Nothing is running that work; respawn it. The pane is still open: `sb inspect b1a4`, then `sb cleanup b1a4 --force` 
b1a	b1a5	1	119	14:18:30	sb: b1a5 forked from 'phase-1' — your branch, not origin/main sb: herdr [task_undelivered] b1a5 started but never took its task, so nothing was delegated — b1a5: the text was sent 3 times and the agent never took it — herdr never reported the agent taking it. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. Nothing is running that work; respawn it. The pane is still open: `sb inspect b1a5`, then `sb cleanup b1a5 --force` 
b1a	b1a6	1	118	14:18:31	sb: b1a6 forked from 'phase-1' — your branch, not origin/main sb: herdr [task_undelivered] b1a6 started but never took its task, so nothing was delegated — b1a6: the text was sent 3 times and the agent never took it — herdr never reported the agent taking it. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. Nothing is running that work; respawn it. The pane is still open: `sb inspect b1a6`, then `sb cleanup b1a6 --force` 
b1b	b1b1	1	88	14:18:24	sb: b1b1 forked from 'phase-1' — your branch, not origin/main sb: herdr [task_undelivered] b1b1 started but never took its task, so nothing was delegated — b1b1: the text was sent 3 times and the agent never took it — herdr never reported the agent taking it. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. Nothing is running that work; respawn it. The pane is still open: `sb inspect b1b1`, then `sb cleanup b1b1 --force` 
b1b	b1b2	1	89	14:18:25	sb: b1b2 forked from 'phase-1' — your branch, not origin/main sb: herdr [task_undelivered] b1b2 started but never took its task, so nothing was delegated — b1b2: the text was sent 3 times and the agent never took it — herdr never reported the agent taking it. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. Nothing is running that work; respawn it. The pane is still open: `sb inspect b1b2`, then `sb cleanup b1b2 --force` 
b1b	b1b3	1	98	14:18:27	sb: b1b3 forked from 'phase-1' — your branch, not origin/main sb: herdr [task_undelivered] b1b3 started but never took its task, so nothing was delegated — b1b3: the text was sent 3 times and the agent never took it — herdr never reported the agent taking it. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. Nothing is running that work; respawn it. The pane is still open: `sb inspect b1b3`, then `sb cleanup b1b3 --force` 
b1b	b1b4	1	107	14:18:28	sb: b1b4 forked from 'phase-1' — your branch, not origin/main sb: herdr [task_undelivered] b1b4 started but never took its task, so nothing was delegated — b1b4: the text was sent 3 times and the agent never took it — herdr never reported the agent taking it. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. Nothing is running that work; respawn it. The pane is still open: `sb inspect b1b4`, then `sb cleanup b1b4 --force` 
b1b	b1b5	1	120	14:18:30	sb: b1b5 forked from 'phase-1' — your branch, not origin/main sb: herdr [task_undelivered] b1b5 started but never took its task, so nothing was delegated — b1b5: the text was sent 3 times and the agent never took it — herdr never reported the agent taking it. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. Nothing is running that work; respawn it. The pane is still open: `sb inspect b1b5`, then `sb cleanup b1b5 --force` 
b1b	b1b6	1	119	14:18:31	sb: b1b6 forked from 'phase-1' — your branch, not origin/main sb: herdr [task_undelivered] b1b6 started but never took its task, so nothing was delegated — b1b6: the text was sent 3 times and the agent never took it — herdr never reported the agent taking it. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. Nothing is running that work; respawn it. The pane is still open: `sb inspect b1b6`, then `sb cleanup b1b6 --force` 
b2a	b2a1	1	88	14:28:40	sb: b2a1 forked from 'phase-1' — your branch, not origin/main sb: herdr [task_undelivered] b2a1 started but never took its task, so nothing was delegated — b2a1: the text was sent 3 times and the agent never took it — herdr never reported the agent taking it. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. Nothing is running that work; respawn it. The pane is still open: `sb inspect b2a1`, then `sb cleanup b2a1 --force` 
b2a	b2a2	1	94	14:28:42	sb: b2a2 forked from 'phase-1' — your branch, not origin/main sb: herdr [task_undelivered] b2a2 started but never took its task, so nothing was delegated — b2a2: the text was sent 3 times and the agent never took it — herdr never reported the agent taking it. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. Nothing is running that work; respawn it. The pane is still open: `sb inspect b2a2`, then `sb cleanup b2a2 --force` 
b2a	b2a3	1	100	14:28:43	sb: b2a3 forked from 'phase-1' — your branch, not origin/main sb: herdr [task_undelivered] b2a3 started but never took its task, so nothing was delegated — b2a3: the text was sent 3 times and the agent never took it — herdr never reported the agent taking it. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. Nothing is running that work; respawn it. The pane is still open: `sb inspect b2a3`, then `sb cleanup b2a3 --force` 
b2a	b2a4	1	107	14:28:45	sb: b2a4 forked from 'phase-1' — your branch, not origin/main sb: herdr [task_undelivered] b2a4 started but never took its task, so nothing was delegated — b2a4: the text was sent 3 times and the agent never took it — herdr never reported the agent taking it. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. Nothing is running that work; respawn it. The pane is still open: `sb inspect b2a4`, then `sb cleanup b2a4 --force` 
b2a	b2a5	1	116	14:28:47	sb: b2a5 forked from 'phase-1' — your branch, not origin/main sb: herdr [task_undelivered] b2a5 started but never took its task, so nothing was delegated — b2a5: the text was sent 3 times and the agent never took it — herdr never reported the agent taking it. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. Nothing is running that work; respawn it. The pane is still open: `sb inspect b2a5`, then `sb cleanup b2a5 --force` 
b2a	b2a6	1	113	14:28:48	sb: b2a6 forked from 'phase-1' — your branch, not origin/main sb: herdr [task_undelivered] b2a6 started but never took its task, so nothing was delegated — b2a6: the text was sent 3 times and the agent never took it — herdr never reported the agent taking it. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. Nothing is running that work; respawn it. The pane is still open: `sb inspect b2a6`, then `sb cleanup b2a6 --force` 
b2b	b2b1	1	89	14:28:40	sb: b2b1 forked from 'phase-1' — your branch, not origin/main sb: herdr [task_undelivered] b2b1 started but never took its task, so nothing was delegated — b2b1: the text was sent 3 times and the agent never took it — herdr never reported the agent taking it. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. Nothing is running that work; respawn it. The pane is still open: `sb inspect b2b1`, then `sb cleanup b2b1 --force` 
b2b	b2b2	1	94	14:28:42	sb: b2b2 forked from 'phase-1' — your branch, not origin/main sb: herdr [task_undelivered] b2b2 started but never took its task, so nothing was delegated — b2b2: the text was sent 3 times and the agent never took it — herdr never reported the agent taking it. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. Nothing is running that work; respawn it. The pane is still open: `sb inspect b2b2`, then `sb cleanup b2b2 --force` 
b2b	b2b3	1	99	14:28:43	sb: b2b3 forked from 'phase-1' — your branch, not origin/main sb: herdr [task_undelivered] b2b3 started but never took its task, so nothing was delegated — b2b3: the text was sent 3 times and the agent never took it — herdr never reported the agent taking it. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. Nothing is running that work; respawn it. The pane is still open: `sb inspect b2b3`, then `sb cleanup b2b3 --force` 
b2b	b2b4	1	109	14:28:45	sb: b2b4 forked from 'phase-1' — your branch, not origin/main sb: herdr [task_undelivered] b2b4 started but never took its task, so nothing was delegated — b2b4: the text was sent 3 times and the agent never took it — herdr never reported the agent taking it. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. Nothing is running that work; respawn it. The pane is still open: `sb inspect b2b4`, then `sb cleanup b2b4 --force` 
b2b	b2b5	1	116	14:28:47	sb: b2b5 forked from 'phase-1' — your branch, not origin/main sb: herdr [task_undelivered] b2b5 started but never took its task, so nothing was delegated — b2b5: the text was sent 3 times and the agent never took it — herdr never reported the agent taking it. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. Nothing is running that work; respawn it. The pane is still open: `sb inspect b2b5`, then `sb cleanup b2b5 --force` 
b2b	b2b6	1	113	14:28:48	sb: b2b6 forked from 'phase-1' — your branch, not origin/main sb: herdr [task_undelivered] b2b6 started but never took its task, so nothing was delegated — b2b6: the text was sent 3 times and the agent never took it — herdr never reported the agent taking it. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. Nothing is running that work; respawn it. The pane is still open: `sb inspect b2b6`, then `sb cleanup b2b6 --force` 
b3	b31	0	6	15:30:26	sb: b31 forked from 'phase-1' — your branch, not origin/main delegated to b31 
b3	b32	0	47	15:30:27	sb: b32 forked from 'phase-1' — your branch, not origin/main delegated to b32 
b3	b33	1	72	15:30:29	sb: b33 forked from 'phase-1' — your branch, not origin/main sb: herdr [task_undelivered] b33 started but never took its task, so nothing was delegated — b33: the text was sent 3 times and the agent never took it — herdr never reported the agent taking it. Its pane may hold the text unsubmitted, be sitting on a dialog that ate it, or hold nothing at all. Nothing is running that work; respawn it. The pane is still open: `sb inspect b33`, then `sb cleanup b33 --force` 
b3	b34	0	47	15:30:30	sb: b34 forked from 'phase-1' — your branch, not origin/main delegated to b34 
b3	b35	0	49	15:30:32	sb: b35 forked from 'phase-1' — your branch, not origin/main delegated to b35 
b3	b36	0	48	15:30:33	sb: b36 forked from 'phase-1' — your branch, not origin/main delegated to b36 
